x,y
-0.034127291918900675,0.5335959386436472
-0.5626453460673043,-0.19940757956257488
-0.29602732154834477,0.49889493851438466
-0.37826931865539476,1.091281698363512
-0.2222901469471609,0.578547323250144
-0.3205355579412869,-0.16243738967182889
-0.39098077306132006,-0.18676616960806075
0.29781996511222714,-0.2979664926391952
0.005598303855713548,0.6469385933452685
-0.08236111400818494,0.5113985498334612
-0.49755446040580037,-0.5753560872106368
-0.42425173407122335,-0.5532366231974394
0.25954596924778184,0.2523723208380805
-0.415883883151354,-0.677957227763169
-0.35665431492408994,-0.6048821450344739
-0.7356894161400889,0.12239819862994274
-0.19751624797960682,-0.08620088510178939
0.09733307618741377,0.8909837163650228
-0.4600035221533066,-0.4531787263734226
-0.2568896617284471,-0.42186137031656057
-0.16531601127529666,0.6441329585214582
0.04955192992619992,0.35694722748972946
-0.4467468485474203,0.09575011950914895
0.3893150901293082,0.6353649361807115
-0.43709941622219456,-0.23841405066998697
-0.10609539543901358,0.6390469941005326
-0.49132386568443664,-0.74461241367442
-0.08971995671118593,-0.01776097236124034
-0.332500180110102,-0.1399479192974929
-0.38489234737022815,-0.5526509035109555
0.708462560820454,-0.12846661437412826
0.3551619981804577,0.32994973831269386
-0.3718487910829011,-0.5327830016336624
-0.23523777446232846,0.11807453421222443
-0.2706395900066995,-0.4566750965768241
-0.1471531088755754,-0.2241414455275795
0.24977990354069404,0.07279734108017154
-0.06675634973041038,-0.13909796871683344
-0.4827734126532271,-0.7577919710336856
-0.5041857975880913,-0.6509146220853763
-0.40478276424573856,-0.4688196361375286
-0.061136087020339715,0.04148311480779325
-0.06352249627534809,0.3357002953249933
-0.6543415050341126,-0.20123843563635052
-1.0301600045856452,0.06273407831942485
-0.3301160333626771,0.31436834007800574
-0.5524878051466692,-0.181549598553863
0.05688110541006477,-0.031403289764546996
-0.4097520414136119,-0.6316651918651359
0.03176795170092998,-0.05440806433300008
-0.576210681052848,-0.6240880790033992
-0.4056352329565937,-0.7477597219326627
-0.5095949459835664,-0.19369196394510682
-0.13651424154239336,0.5150818497422947
-0.3000537116932484,-0.37383025211681475
-0.15634197670186928,-0.061713315076142965
0.28945429762624486,0.11545820420021118
-0.20833692192891318,-0.24138217971865114
-0.8342995992647873,0.2709458358092289
-0.04144814740337545,0.8713084698934319
-0.45935522131788514,-0.78060481877194
-0.26689489996942867,-0.4561901307730844
0.1169542891202767,0.6384809197044676
-0.26372448363494044,0.05459502440790546
0.09398815259553976,0.17284436504130798
-0.37872993111799574,-0.49843426264818574
-0.198947800962117,-0.0848903443397726
0.04601925650018143,-0.0702576991738438
-0.47506759102132795,-0.6897331452430817
0.08580205299158626,-0.3323691677288523
-0.5718556490029127,-0.099811497888862
-0.16211304571916724,0.3141680561666296
-0.25677533452228285,-0.3193554015612632
-0.2616829185307771,-0.49726934949292023
-0.4065106436157352,-0.32242131009668074
-0.47741641538848106,-0.6565434546005404
-0.2953361282429766,-0.13282609683176458
0.0575839288526673,0.385050090729875
-0.5134121952311587,-0.6822261204311239
-0.32749423930450267,-0.07321726916052353
-0.2244625534151407,-0.27353604973208995
0.09543006871493061,0.701623992416359
-0.3998579186155988,-0.4110934189744631
-0.25201513577215795,-0.6513224736763908
-0.609174837091451,-0.1596803668990133
-0.4220775756689949,0.0695940552759527
-0.633513342311172,0.0028613962703810374
-0.18191998487839617,0.5948904891068371
0.0449381612079026,0.2436256401144382
0.08070528314450186,0.3583033288806365
-0.34794793299073495,-0.22003776633143365
0.05151822900199026,0.9822647197682186
-0.5080705556712005,-0.15108095541202188
-0.6633995964132655,0.11513381530696712
-0.35717636512407036,-0.359765095043021
-0.09330022307065881,-0.32757033665300583
-0.11099213340543598,-0.06734376378904139
-0.01900681358597783,0.19815696023321036
-0.4833814555226546,-0.5858953260924632
-0.42394603060844377,-0.5523867743266444
-0.9389380267470335,0.4262182083593165
-0.4600809786678181,-0.7388559727398806
-0.1303884579221353,0.30450053462118803
-0.5748760223393451,-0.11620677721215834
0.0018718984845682357,0.4212424174753264
-0.4834281990728783,-0.4095575583338774
-0.09880501659339636,0.17109876759675688
-0.40865974793224424,-0.2362904017990675
-0.4231962981765912,-0.3859842361370817
0.06773874511145939,0.026634999099536236
-0.2967811250259699,-0.14462610871696738
-0.47223673000509225,-1.071669412473479
-1.1833827880211207,0.42634893790413575
0.6672638074888266,-0.20854048003834882
-0.2636717590608804,-0.6108224282313854
0.11107121521133181,0.3814403791259234
-0.06175635152017759,0.7824621099147853
-0.4647333385834598,-0.2795019137014787
-0.41549644679126785,-0.3867382699118391
-0.6341250072768134,0.6145893272831352
-0.08766375025803327,-0.027975327569551373
-0.7367577146906351,0.07558541372307259
-0.37221759730947657,-1.033107888300918
-0.13889374392361686,-0.10912695650332127
-0.30601778561308063,-0.5298282824453492
-1.6006984625150913,-0.37716662832479697
-0.1753772871781386,0.29775658085267565
-0.5001326738752412,0.7690636353326732
-0.26411572307388276,-0.4377493808707039
-0.9901883396271474,0.4065732543209433
-0.40044234990830974,-0.5279581355815721
-0.20186074247296956,0.44457210393000623
0.6558836524778096,0.06743179080552136
-0.5441178758790592,-0.1854220443844268
-0.27027190175326343,-0.16651937449663004
-0.13569108568587607,0.1040145202927805
-0.5520656011438512,-0.1181878665135454
-0.39867117176027955,0.22458839191675892
-0.9410179809042916,0.4187842915636418
-0.2720637484460448,-0.049900634328156994
-0.17350350423266486,0.6545084810414831
-0.5228516453638962,-0.5307949788737812
-0.993226045672499,-0.23709711615793622
-0.7517372823369582,0.10919889587408997
-0.1687830442891244,-0.020676591373289453
-0.027494168812526764,0.448593920659345
-0.4238405248313102,-0.6128044363902307
-0.30420217182027215,-0.42175845257670885
-0.4652400610110583,-0.6902450885547662
-0.17041546566799398,-0.15157830707979167
-0.24142957731150635,-0.44065673054150534
-0.02616366169487101,-0.09423606581839104
-0.19144216706406147,-0.12386596087831328
-0.3087118428085013,-0.33739813714035394
-0.3505709147756355,-0.3483490153225407
-0.08914087502442594,-0.04912420505191799
-0.4720378586712414,-0.11996287883817625
0.07492113661662615,0.038042584921381205
-0.28663442190920346,-0.5583595182890104
-0.4350140306257312,-0.5020276505383664
-0.2133697140919804,0.7382830207034923
-0.3207024826942408,-0.25968811335780806
0.06506980033633288,-0.007327963210009085
-0.4915900924544263,-0.44866409306817234
-0.16843146960790112,0.13348437276868094
-0.28650566381473225,-0.22868536555240307
-0.466842042983683,-0.9022526683467224
-0.38989936628181965,-0.08745852643938674
-0.0022651206272450413,-0.565862037464579
-0.8082778605664499,0.3744890636118863
0.44843834855276204,0.47450569554564054
0.04601270844038355,0.3097914422080795
-0.3282292153238251,-0.5509933728118754
-0.469593417032366,-0.30557111974042145
-0.5724455061520277,-0.3130009183458112
0.11531285852296348,0.9211388146484971
-0.05787907741111002,0.606056405133581
-0.7331996360085684,0.20141849297005573
-1.0971741932019377,0.45547850496044673
0.12485197498867792,0.3758329319505046
-0.43170446939113827,0.6423913192881244
-0.5254225790688152,-0.0293629323593086
-0.37539867738794375,-0.31507381334929135
-0.4269250357608891,-0.25375063633760553
-1.0669060581795196,0.3858193817297956
-0.05179390025506478,-0.33663940907856144
-0.3715448882988471,-0.2798012563289405
-0.5832855178973533,-0.3285596706291677
-0.26851499679063345,-0.015813483056511358
-0.4610108564083067,-0.3719308204862637
-0.25375150392571705,-0.4867674207947492
-0.3381104788899587,-0.0842587537470011
0.39788783180433224,0.281118559936503
-0.021078338928785387,0.5641861767726504
-1.0465070105935776,0.38158610747849125
-0.38265137911349234,-0.5000933501109138
-0.113516599010752,0.1313327798188489
-0.23459369009923484,0.40289589846551677
-0.36217216079832976,-0.2999900850773701
-0.4772111578539413,-0.5072239234880968
-0.016915815986453156,0.34116620908959827
0.02744079936489787,-0.05514861839068768
-0.2712536812893085,0.5070539235713788
-0.493218866086104,-0.5033093627924826
-0.3274268724865791,0.010581837511795764
-0.022678914851777157,0.5036201212074266
-0.6331981549386863,0.04650520547696283
-0.4512026283723544,-0.7373329895940037
-0.3910029904164377,-0.40493988422310534
0.2000156502744972,0.2153190537684622
-0.36643987981555526,-0.3123590981193975
0.199526186879749,0.16140034611744128
-0.16049764138634823,-0.23265548336068403
-0.47818724434428694,-0.7307754337722029
-0.3893706229938385,-0.8323980553224649
-0.23306875857683668,-0.1171238857788614
0.6735923950471119,0.21897481797722604
0.04755817773403878,0.3115058098469888
-0.24694118992068667,-0.3604479345779122
-0.577529928156375,-0.4986880447416829
0.040498696407124044,0.2277599835039017
-0.41808633301423315,-0.16874842556594188
0.14163129648956627,0.5981602476429748
-0.4427934833052837,-0.6827918463879215
-0.20073717647581188,0.4491823181206228
0.4123160652906213,0.0637013523701747
-0.36477623024763456,-0.5427168354924053
-0.41556052509193037,-0.674156417869516
-0.40272165502534324,-0.7044170837047548
-0.07622337349380155,-0.8211151801470957
-0.24854101979925428,-0.19369633733315786
-0.35800430102428393,-0.6341992876637907
-0.33724887490912003,0.278791191032329
-0.11651420574102825,-0.4565012065552551
0.0551892353594927,-0.27633535784806945
-0.4989669887603516,-0.8548808534697994
-0.35372905207419636,0.07706310428052097
-0.04664969651163227,0.18306630668548038
-0.14199712867682404,0.2341615401428364
-1.2114794397530118,0.5443492106764678
-0.5163070320543324,-0.24155282872121375
-0.405291523778146,-0.7770846971770927
